,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
21,Peru,1 Pedro Gallese,5 Carlos Zambrano,22 Carlos Ascues,6 Juan Manuel Vargas,17 Luis Advíncula,21 Josepmir Ballón,16 Carlos Lobatón,20 Joel Sánchez,8 Christian Cueva,10 Jefferson Farfán,9 Paolo Guerrero,19 Yoshimar Yotún,18 André Carrillo,11 Yordy Reyna,-,-,23 Salomón Libman,12 Diego Penny,3 Hansell Riojas,15 Christian Ramos,2 Jair Céspedes,4 Pedro Requena,13 Edwin Retamoso,7 Paolo Hurtado,14 Claudio Pizarro,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 14, 2015",Brazil vs Peru
22,Brazil,1 Jefferson,3 Miranda,14 Thiago Silva,6 Filipe Luís,2 Dani Alves,5 Fernandinho,8 Elias,17 Fred,10 Neymar,19 Willian,11 Roberto Firmino,21 Philippe Coutinho,7 Douglas Costa,9 Diego Tardelli,-,-,12 Neto,23 Marcelo Grohe,4 David Luiz,13 Marquinhos,15 Geferson,16 Fabinho,22 Casemiro,18 Everton Ribeiro,20 Robinho,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 17, 2015",Brazil vs Colombia
22,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,7 Pablo Armero,18 Camilo Zúñiga,6 Carlos Sánchez,5 Edwin Valencia,10 James Rodríguez,11 Juan Cuadrado,9 Radamel Falcao,19 Teófilo Gutiérrez,15 Alexander Mejía,16 Víctor Ibarbo,17 Carlos Bacca,-,-,12 Camilo Vargas,23 Cristian Bonilla,3 Pedro Franco,14 Carlos Valdés,13 Darwin Andrade,4 Santiago Arias,8 Edwin Cardona,20 Luis Muriel,21 Jackson Martínez,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 17, 2015",Brazil vs Colombia
23,Peru,1 Pedro Gallese,5 Carlos Zambrano,22 Carlos Ascues,6 Juan Manuel Vargas,17 Luis Advíncula,21 Josepmir Ballón,16 Carlos Lobatón,20 Joel Sánchez,8 Christian Cueva,9 Paolo Guerrero,14 Claudio Pizarro,19 Yoshimar Yotún,7 Paolo Hurtado,11 Yordy Reyna,-,-,23 Salomón Libman,12 Diego Penny,3 Hansell Riojas,15 Christian Ramos,2 Jair Céspedes,4 Pedro Requena,13 Edwin Retamoso,18 André Carrillo,10 Jefferson Farfán,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 18, 2015",Peru vs Venezuela
23,Venezuela,1 Alain Baroja,3 Andres Tuñez,4 Oswaldo Vizcarrondo,5 Fernando Amorebieta,16 Roberto Rosales,8 Tomás Rincón,13 Luis Manuel Seijas,18 Juan Arango,15 Alejandro Guerra,10 Ronald Vargas,9 Salomón Rondón,6 Gabriel Cichero,7 Miku,17 Josef Martínez,-,-,12 Dani Hernández,23 Wuilker Fariñez,2 Wilker Ángel,14 Franklin Lucena,20 Grenddy Perozo,19 Rafael Acosta,11 César González,22 Jhon Murillo,21 Gelmin Rivas,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 18, 2015",Peru vs Venezuela
24,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,7 Pablo Armero,4 Santiago Arias,6 Carlos Sánchez,5 Edwin Valencia,10 James Rodríguez,11 Juan Cuadrado,9 Radamel Falcao,19 Teófilo Gutiérrez,15 Alexander Mejía,16 Víctor Ibarbo,21 Jackson Martínez,-,-,12 Camilo Vargas,23 Cristian Bonilla,3 Pedro Franco,14 Carlos Valdés,13 Darwin Andrade,18 Camilo Zúñiga,8 Edwin Cardona,20 Luis Muriel,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 21, 2015",Colombia vs Peru
24,Peru,1 Pedro Gallese,5 Carlos Zambrano,22 Carlos Ascues,6 Juan Manuel Vargas,17 Luis Advíncula,21 Josepmir Ballón,16 Carlos Lobatón,8 Christian Cueva,20 Joel Sánchez,9 Paolo Guerrero,14 Claudio Pizarro,19 Yoshimar Yotún,7 Paolo Hurtado,10 Jefferson Farfán,-,-,23 Salomón Libman,12 Diego Penny,3 Hansell Riojas,15 Christian Ramos,2 Jair Céspedes,4 Pedro Requena,13 Edwin Retamoso,18 André Carrillo,11 Yordy Reyna,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 21, 2015",Colombia vs Peru
25,Brazil,1 Jefferson,3 Miranda,14 Thiago Silva,6 Filipe Luís,2 Dani Alves,5 Fernandinho,8 Elias,21 Philippe Coutinho,20 Robinho,19 Willian,11 Roberto Firmino,4 David Luiz,13 Marquinhos,9 Diego Tardelli,-,-,12 Neto,23 Marcelo Grohe,15 Geferson,16 Fabinho,22 Casemiro,17 Fred,18 Everton Ribeiro,7 Douglas Costa,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 21, 2015",Brazil vs Venezuela
25,Venezuela,1 Alain Baroja,3 Andres Tuñez,4 Oswaldo Vizcarrondo,6 Gabriel Cichero,16 Roberto Rosales,8 Tomás Rincón,13 Luis Manuel Seijas,18 Juan Arango,15 Alejandro Guerra,10 Ronald Vargas,9 Salomón Rondón,11 César González,7 Miku,17 Josef Martínez,-,-,12 Dani Hernández,23 Wuilker Fariñez,2 Wilker Ángel,14 Franklin Lucena,20 Grenddy Perozo,19 Rafael Acosta,22 Jhon Murillo,21 Gelmin Rivas,-,-,-,-,-,-,-,Copa America 2015,Copa America,"Jun 21, 2015",Brazil vs Venezuela
26,Argentina,1 Sergio Romero,13 Ramiro Funes Mori,17 Nicolás Otamendi,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,6 Lucas Biglia,19 Éver Banega,7 Ángel Di María,10 Lionel Messi,9 Gonzalo Higuaín,5 Matías Kranevitter,18 Erik Lamela,11 Sergio Agüero,-,-,12 Nahuel Guzmán,23 Mariano Andújar,15 Victor Cuesta,2 Jonatan Maidana,3 Facundo Roncaglia,8 Augusto Fernández,20 Nico Gaitán,21 Javier Pastore,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Sun Jun 26, 2016",Argentina vs Chile
26,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,4 Mauricio Isla,21 Marcelo Díaz,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,6 José Pedro Fuenzalida,11 Eduardo Vargas,5 Francisco Silva,22 Edson Puch,16 Nicolás Castillo,-,-,12 Cristopher Toselli,23 Johnny Herrera,3 Enzo Roco,13 Erick Pulgar,10 Pablo Hernández,14 Mark González,19 Fabián Orellana,9 Mauricio Pinilla,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Sun Jun 26, 2016",Argentina vs Chile
27,USA,12 Tim Howard,5 Matt Besler,20 Geoff Cameron,14 Michael Orozco,2 DeAndre Yedlin,13 Jermaine Jones,4 Michael Bradley,11 Alejandro Bedoya,9 Gyasi Zardes,8 Clint Dempsey,7 Bobby Wood,10 Darlington Nagbe,17 Christian Pulisic,-,-,-,1 Brad Guzan,22 Ethan Horvath,6 John Brooks,3 Steve Birnbaum,21 Edgar Castillo,19 Graham Zusi,15 Kyle Beckerman,16 Perry Kitchen,23 Fabian Johnson,18 Chris Wondolowski,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 25, 2016",USA vs Colombia
27,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,18 Frank Fabra,4 Santiago Arias,5 Guillermo Celis,16 Dani Torres,11 Juan Cuadrado,8 Edwin Cardona,10 James Rodríguez,7 Carlos Bacca,15 Stefan Medina,9 Roger Martínez,21 Marlos Moreno,-,-,12 Róbinson Zapata,23 Cristian Bonilla,3 Yerry Mina,14 Felipe Aguilar,13 Seba Pérez,20 Andrés Roa,17 Dayro Moreno,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 25, 2016",USA vs Colombia
28,USA,1 Brad Guzan,6 John Brooks,20 Geoff Cameron,23 Fabian Johnson,2 DeAndre Yedlin,15 Kyle Beckerman,4 Michael Bradley,19 Graham Zusi,9 Gyasi Zardes,8 Clint Dempsey,18 Chris Wondolowski,3 Steve Birnbaum,10 Darlington Nagbe,17 Christian Pulisic,-,-,12 Tim Howard,22 Ethan Horvath,14 Michael Orozco,5 Matt Besler,21 Edgar Castillo,16 Perry Kitchen,-,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Tue Jun 21, 2016",USA vs Argentina
28,Argentina,1 Sergio Romero,13 Ramiro Funes Mori,17 Nicolás Otamendi,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,8 Augusto Fernández,19 Éver Banega,22 Ezequiel Lavezzi,10 Lionel Messi,9 Gonzalo Higuaín,15 Victor Cuesta,6 Lucas Biglia,18 Erik Lamela,-,-,12 Nahuel Guzmán,23 Mariano Andújar,2 Jonatan Maidana,3 Facundo Roncaglia,5 Matías Kranevitter,21 Javier Pastore,7 Ángel Di María,11 Sergio Agüero,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Tue Jun 21, 2016",USA vs Argentina
29,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,18 Frank Fabra,4 Santiago Arias,6 Carlos Sánchez,16 Dani Torres,8 Edwin Cardona,10 James Rodríguez,11 Juan Cuadrado,9 Roger Martínez,13 Seba Pérez,21 Marlos Moreno,7 Carlos Bacca,-,-,12 Róbinson Zapata,23 Cristian Bonilla,3 Yerry Mina,14 Felipe Aguilar,15 Stefan Medina,5 Guillermo Celis,20 Andrés Roa,17 Dayro Moreno,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Wed Jun 22, 2016",Colombia vs Chile
29,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,4 Mauricio Isla,5 Francisco Silva,10 Pablo Hernández,20 Charles Aránguiz,7 Alexis Sánchez,6 José Pedro Fuenzalida,11 Eduardo Vargas,13 Erick Pulgar,14 Mark González,22 Edson Puch,-,-,12 Cristopher Toselli,23 Johnny Herrera,3 Enzo Roco,21 Marcelo Díaz,19 Fabián Orellana,9 Mauricio Pinilla,16 Nicolás Castillo,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Wed Jun 22, 2016",Colombia vs Chile
30,USA,1 Brad Guzan,6 John Brooks,20 Geoff Cameron,5 Matt Besler,23 Fabian Johnson,13 Jermaine Jones,4 Michael Bradley,11 Alejandro Bedoya,9 Gyasi Zardes,8 Clint Dempsey,7 Bobby Wood,3 Steve Birnbaum,19 Graham Zusi,15 Kyle Beckerman,-,-,12 Tim Howard,22 Ethan Horvath,14 Michael Orozco,21 Edgar Castillo,16 Perry Kitchen,10 Darlington Nagbe,17 Christian Pulisic,18 Chris Wondolowski,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Thu Jun 16, 2016",USA vs Ecuador
30,Ecuador,22 Alexander Domínguez,3 Frickson Erazo,2 Arturo Mina,10 Wálter Ayoví,4 Juan Carlos Paredes,18 Carlos Gruezo,6 Christian Noboa,16 Antonio Valencia,7 Jefferson Montero,11 Michael Arroyo,13 Enner Valencia,5 Cristian Ramírez,8 Fernando Gaibor,17 Jaime Ayoví,-,-,1 Máximo Banguera,12 Esteban Dreer,20 Robert Arboleda,21 Gabriel Achilier,15 Pedro Larrea,19 Juan Cazares,23 Miler Bolaños,9 Fidel Martínez,14 Ángel Mena,-,-,-,-,-,-,Copa America 2016,Copa America,"Thu Jun 16, 2016",USA vs Ecuador
31,Peru,1 Pedro Gallese,2 Alberto Rodríguez,15 Christian Ramos,6 Miguel Trauco,3 Aldo Corzo,13 Renato Tapia,16 Óscar Vílchez,10 Christian Cueva,20 Edison Flores,8 Andy Polo,9 Paolo Guerrero,18 Cristian Benavente,11 Raúl Ruidíaz,-,-,-,12 Diego Penny,23 Carlos Cáceda,17 Luis Abram,4 Renzo Revoredo,5 Adán Balbín,22 Jair Céspedes,14 Armando Alfageme,7 Beto da Silva,21 Alejandro Hohberg,-,-,-,-,-,-,Copa America 2016,Copa America,"Fri Jun 17, 2016",Peru vs Colombia
31,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,19 Farid Díaz,4 Santiago Arias,6 Carlos Sánchez,16 Dani Torres,8 Edwin Cardona,10 James Rodríguez,11 Juan Cuadrado,7 Carlos Bacca,18 Frank Fabra,13 Seba Pérez,17 Dayro Moreno,-,-,12 Róbinson Zapata,23 Cristian Bonilla,3 Yerry Mina,14 Felipe Aguilar,15 Stefan Medina,5 Guillermo Celis,20 Andrés Roa,9 Roger Martínez,21 Marlos Moreno,-,-,-,-,-,-,Copa America 2016,Copa America,"Fri Jun 17, 2016",Peru vs Colombia
32,Argentina,1 Sergio Romero,13 Ramiro Funes Mori,17 Nicolás Otamendi,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,8 Augusto Fernández,19 Éver Banega,20 Nico Gaitán,10 Lionel Messi,9 Gonzalo Higuaín,6 Lucas Biglia,18 Erik Lamela,11 Sergio Agüero,-,-,12 Nahuel Guzmán,23 Mariano Andújar,15 Victor Cuesta,2 Jonatan Maidana,3 Facundo Roncaglia,5 Matías Kranevitter,21 Javier Pastore,22 Ezequiel Lavezzi,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 18, 2016",Argentina vs Venezuela
32,Venezuela,12 Dani Hernández,4 Oswaldo Vizcarrondo,2 Wilker Ángel,20 Rolf Feltscher,21 Alexander González,5 Arquímedes Figuera,8 Tomás Rincón,15 Alejandro Guerra,13 Luis Manuel Seijas,9 Salomón Rondón,17 Josef Martínez,6 Sema Velázquez,11 Juanpi,7 Yonathan Del Valle,-,-,1 José Contreras,23 Wuilker Fariñez,3 Mikel Villanueva,16 Roberto Rosales,14 Carlos Suárez,22 Yangel Herrera,10 Rómulo Otero,18 Adalberto Peñaranda,19 Christian Santos,-,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 18, 2016",Argentina vs Venezuela
33,Mexico,13 Guillermo Ochoa,15 Héctor Moreno,2 Néstor Araújo,7 Miguel Layún,22 Paul Aguilar,20 Jesús Dueñas,18 Andrés Guardado,16 Héctor Herrera,10 Jesús Corona,8 Hirving Lozano,14 Chicharito,5 Diego Reyes,21 Carlos Peña,9 Raúl Jiménez,-,-,1 Jesús Corona,12 Alfredo Talavera,3 Yasser Corona,4 Rafa Márquez,6 Jorge Torres Nilo,11 Javier Aquino,23 Jesús Molina,17 Cándido Ramírez,19 Oribe Peralta,-,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 18, 2016",Mexico vs Chile
33,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,6 José Pedro Fuenzalida,21 Marcelo Díaz,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,22 Edson Puch,11 Eduardo Vargas,3 Enzo Roco,5 Francisco Silva,14 Mark González,-,-,12 Cristopher Toselli,23 Johnny Herrera,13 Erick Pulgar,10 Pablo Hernández,19 Fabián Orellana,9 Mauricio Pinilla,16 Nicolás Castillo,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Sat Jun 18, 2016",Mexico vs Chile
34,USA,1 Brad Guzan,6 John Brooks,20 Geoff Cameron,23 Fabian Johnson,2 DeAndre Yedlin,4 Michael Bradley,13 Jermaine Jones,11 Alejandro Bedoya,7 Bobby Wood,9 Gyasi Zardes,8 Clint Dempsey,19 Graham Zusi,10 Darlington Nagbe,17 Christian Pulisic,-,-,12 Tim Howard,22 Ethan Horvath,14 Michael Orozco,5 Matt Besler,3 Steve Birnbaum,21 Edgar Castillo,15 Kyle Beckerman,16 Perry Kitchen,18 Chris Wondolowski,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 3, 2016",USA vs Colombia
34,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,19 Farid Díaz,4 Santiago Arias,16 Dani Torres,13 Seba Pérez,10 James Rodríguez,8 Edwin Cardona,11 Juan Cuadrado,7 Carlos Bacca,6 Carlos Sánchez,5 Guillermo Celis,17 Dayro Moreno,-,-,12 Róbinson Zapata,23 Cristian Bonilla,14 Felipe Aguilar,15 Yerry Mina,18 Frank Fabra,3 Stefan Medina,20 Andrés Roa,9 Roger Martínez,21 Marlos Moreno,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 3, 2016",USA vs Colombia
35,Costa Rica,18 Patrick Pemberton,2 Jhonny Acosta,6 Óscar Duarte,19 Kendall Waston,22 Ronald Matarrita,16 Cristian Gamboa,17 Yeltsin Tejeda,5 Celso Borges,10 Bryan Ruiz,12 Joel Campbell,21 Marcos Ureña,14 Randall Azofeifa,7 Christian Bolaños,11 Johan Venegas,-,-,1 Dany Carvajal,23 Leonel Moreira,3 Francisco Calvo,4 Michael Umaña,8 Bryan Oviedo,15 José Salvatierra,13 Esteban Granados,9 Álvaro Saborío,20 Johnny Woodly,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Costa Rica vs Paraguay
35,Paraguay,1 Justo Villar,3 Gustavo Gómez,14 Paulo da Silva,6 Miguel Samudio,5 Bruno Valdez,16 Celso Ortiz,23 Piris da Motta,21 Óscar Romero,10 Derlis González,7 Jorge Benítez,19 Darío Lezcano,11 Edgar Benítez,15 Juan Iturbe,18 Nelson Valdez,-,-,12 Antony Silva,22 Diego Barreto,2 Fabián Balbuena,13 Blas Riveros,4 Iván Piris,8 Rodrigo Rojas,20 Víctor Ayala,17 Miguel Almirón,9 Antonio Sanabria,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Costa Rica vs Paraguay
36,USA,1 Brad Guzan,6 John Brooks,20 Geoff Cameron,23 Fabian Johnson,2 DeAndre Yedlin,4 Michael Bradley,13 Jermaine Jones,11 Alejandro Bedoya,7 Bobby Wood,9 Gyasi Zardes,8 Clint Dempsey,19 Graham Zusi,15 Kyle Beckerman,18 Chris Wondolowski,-,-,12 Tim Howard,22 Ethan Horvath,14 Michael Orozco,5 Matt Besler,3 Steve Birnbaum,21 Edgar Castillo,16 Perry Kitchen,10 Darlington Nagbe,17 Christian Pulisic,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 7, 2016",USA vs Costa Rica
36,Costa Rica,18 Patrick Pemberton,3 Francisco Calvo,2 Jhonny Acosta,6 Óscar Duarte,22 Ronald Matarrita,16 Cristian Gamboa,5 Celso Borges,7 Christian Bolaños,12 Joel Campbell,10 Bryan Ruiz,21 Marcos Ureña,15 José Salvatierra,14 Randall Azofeifa,9 Álvaro Saborío,-,-,1 Dany Carvajal,23 Leonel Moreira,4 Michael Umaña,8 Bryan Oviedo,13 Esteban Granados,17 Yeltsin Tejeda,11 Johan Venegas,20 Johnny Woodly,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 7, 2016",USA vs Costa Rica
37,Colombia,1 David Ospina,2 Cristián Zapata,22 Jeison Murillo,19 Farid Díaz,4 Santiago Arias,13 Seba Pérez,16 Dani Torres,10 James Rodríguez,8 Edwin Cardona,11 Juan Cuadrado,7 Carlos Bacca,3 Yerry Mina,5 Guillermo Celis,21 Marlos Moreno,-,-,12 Róbinson Zapata,23 Cristian Bonilla,14 Felipe Aguilar,18 Frank Fabra,15 Stefan Medina,6 Carlos Sánchez,20 Andrés Roa,9 Roger Martínez,17 Dayro Moreno,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 7, 2016",Colombia vs Paraguay
37,Paraguay,1 Justo Villar,3 Gustavo Gómez,14 Paulo da Silva,6 Miguel Samudio,5 Bruno Valdez,16 Celso Ortiz,23 Piris da Motta,17 Miguel Almirón,11 Edgar Benítez,21 Óscar Romero,19 Darío Lezcano,20 Víctor Ayala,7 Jorge Benítez,9 Antonio Sanabria,-,-,12 Antony Silva,22 Diego Barreto,2 Fabián Balbuena,13 Blas Riveros,4 Iván Piris,8 Rodrigo Rojas,15 Juan Iturbe,10 Derlis González,18 Nelson Valdez,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 7, 2016",Colombia vs Paraguay
38,USA,1 Brad Guzan,6 John Brooks,20 Geoff Cameron,23 Fabian Johnson,2 DeAndre Yedlin,4 Michael Bradley,13 Jermaine Jones,11 Alejandro Bedoya,7 Bobby Wood,9 Gyasi Zardes,8 Clint Dempsey,14 Michael Orozco,19 Graham Zusi,15 Kyle Beckerman,-,-,12 Tim Howard,22 Ethan Horvath,5 Matt Besler,3 Steve Birnbaum,21 Edgar Castillo,16 Perry Kitchen,10 Darlington Nagbe,17 Christian Pulisic,18 Chris Wondolowski,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 11, 2016",USA vs Paraguay
38,Paraguay,1 Justo Villar,2 Fabián Balbuena,3 Gustavo Gómez,6 Miguel Samudio,14 Paulo da Silva,16 Celso Ortiz,20 Víctor Ayala,17 Miguel Almirón,10 Derlis González,9 Antonio Sanabria,19 Darío Lezcano,8 Rodrigo Rojas,15 Juan Iturbe,7 Jorge Benítez,-,-,12 Antony Silva,22 Diego Barreto,5 Bruno Valdez,13 Blas Riveros,4 Iván Piris,23 Piris da Motta,11 Edgar Benítez,18 Nelson Valdez,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 11, 2016",USA vs Paraguay
39,Colombia,12 Róbinson Zapata,3 Yerry Mina,14 Felipe Aguilar,18 Frank Fabra,15 Stefan Medina,6 Carlos Sánchez,5 Guillermo Celis,13 Seba Pérez,21 Marlos Moreno,17 Dayro Moreno,9 Roger Martínez,11 Juan Cuadrado,10 James Rodríguez,8 Edwin Cardona,-,-,1 David Ospina,23 Cristian Bonilla,22 Jeison Murillo,19 Farid Díaz,4 Santiago Arias,16 Dani Torres,20 Andrés Roa,7 Carlos Bacca,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 11, 2016",Colombia vs Costa Rica
39,Costa Rica,18 Patrick Pemberton,3 Francisco Calvo,2 Jhonny Acosta,19 Kendall Waston,22 Ronald Matarrita,15 José Salvatierra,14 Randall Azofeifa,5 Celso Borges,10 Bryan Ruiz,7 Christian Bolaños,11 Johan Venegas,8 Bryan Oviedo,17 Yeltsin Tejeda,12 Joel Campbell,-,-,1 Dany Carvajal,23 Leonel Moreira,4 Michael Umaña,13 Esteban Granados,20 Johnny Woodly,-,-,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 11, 2016",Colombia vs Costa Rica
40,Haiti,1 Johny Placide,3 Mechack Jérôme,5 Romain Genevois,4 Kim Jaggy,8 Réginal Goreux,13 Kevin Lafrance,14 James Marcelin,19 Max Hilaire,7 Wilde-Donald Guerrier,10 Jeff Louis,20 Duckens Nazon,16 Jean-Marc Alexandre,9 Kervens Belfort,-,-,-,12 Steward Ceus,23 Valendi Odelus,18 Judelín Aveska,22 Alex Júnior,2 Jean Sony Alcénat,6 Stéphane Lambese,17 Soni Mustivar,11 Pascal Millien,15 Sony Nordé,21 Jean-Eudes Maurice,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Haiti vs Peru
40,Peru,1 Pedro Gallese,2 Alberto Rodríguez,15 Christian Ramos,6 Miguel Trauco,4 Renzo Revoredo,13 Renato Tapia,16 Óscar Vílchez,10 Christian Cueva,20 Edison Flores,21 Alejandro Hohberg,9 Paolo Guerrero,19 Yoshimar Yotún,7 Beto da Silva,8 Andy Polo,-,-,12 Diego Penny,23 Carlos Cáceda,17 Luis Abram,5 Adán Balbín,22 Jair Céspedes,3 Aldo Corzo,14 Armando Alfageme,18 Cristian Benavente,11 Raúl Ruidíaz,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Haiti vs Peru
41,Brazil,1 Alisson,4 Gil,13 Marquinhos,6 Filipe Luís,2 Dani Alves,5 Casemiro,8 Elias,18 Renato Augusto,22 Philippe Coutinho,19 Willian,9 Jonas,10 Lucas Lima,20 Lucas Moura,11 Gabriel Barbosa,-,-,12 Diego Alves,23 Marcelo Grohe,14 Rodrigo Caio,16 Douglas Santos,15 Fabinho,7 Ganso,21 Hulk,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Brazil vs Ecuador
41,Ecuador,12 Esteban Dreer,2 Arturo Mina,21 Gabriel Achilier,10 Wálter Ayoví,4 Juan Carlos Paredes,18 Carlos Gruezo,6 Christian Noboa,23 Miler Bolaños,7 Jefferson Montero,16 Antonio Valencia,13 Enner Valencia,8 Fernando Gaibor,9 Fidel Martínez,17 Jaime Ayoví,-,-,1 Máximo Banguera,22 Alexander Domínguez,3 Frickson Erazo,20 Robert Arboleda,5 Cristian Ramírez,15 Pedro Larrea,19 Juan Cazares,11 Michael Arroyo,14 Ángel Mena,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 4, 2016",Brazil vs Ecuador
42,Brazil,1 Alisson,4 Gil,13 Marquinhos,6 Filipe Luís,2 Dani Alves,5 Casemiro,8 Elias,18 Renato Augusto,22 Philippe Coutinho,19 Willian,9 Jonas,17 Walace,10 Lucas Lima,11 Gabriel Barbosa,-,-,12 Diego Alves,23 Marcelo Grohe,14 Rodrigo Caio,16 Douglas Santos,15 Fabinho,7 Ganso,20 Lucas Moura,21 Hulk,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 8, 2016",Brazil vs Haiti
42,Haiti,1 Johny Placide,3 Mechack Jérôme,5 Romain Genevois,4 Kim Jaggy,8 Réginal Goreux,16 Jean-Marc Alexandre,13 Kevin Lafrance,14 James Marcelin,10 Jeff Louis,2 Jean Sony Alcénat,9 Kervens Belfort,19 Max Hilaire,20 Duckens Nazon,21 Jean-Eudes Maurice,-,-,12 Steward Ceus,23 Valendi Odelus,18 Judelín Aveska,7 Wilde-Donald Guerrier,22 Alex Júnior,6 Stéphane Lambese,17 Soni Mustivar,11 Pascal Millien,15 Sony Nordé,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 8, 2016",Brazil vs Haiti
43,Ecuador,22 Alexander Domínguez,2 Arturo Mina,21 Gabriel Achilier,10 Wálter Ayoví,4 Juan Carlos Paredes,18 Carlos Gruezo,6 Christian Noboa,23 Miler Bolaños,7 Jefferson Montero,16 Antonio Valencia,13 Enner Valencia,19 Juan Cazares,9 Fidel Martínez,17 Jaime Ayoví,-,-,1 Máximo Banguera,12 Esteban Dreer,3 Frickson Erazo,20 Robert Arboleda,5 Cristian Ramírez,8 Fernando Gaibor,15 Pedro Larrea,11 Michael Arroyo,14 Ángel Mena,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 8, 2016",Ecuador vs Peru
43,Peru,1 Pedro Gallese,2 Alberto Rodríguez,15 Christian Ramos,6 Miguel Trauco,4 Renzo Revoredo,13 Renato Tapia,16 Óscar Vílchez,10 Christian Cueva,20 Edison Flores,21 Alejandro Hohberg,9 Paolo Guerrero,19 Yoshimar Yotún,8 Andy Polo,11 Raúl Ruidíaz,-,-,12 Diego Penny,23 Carlos Cáceda,17 Luis Abram,5 Adán Balbín,22 Jair Céspedes,3 Aldo Corzo,14 Armando Alfageme,18 Cristian Benavente,7 Beto da Silva,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 8, 2016",Ecuador vs Peru
