,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
120,1184,134,1337,"Olympics, 2016",08-07-2016,Japan vs Colombia,2016,Colombia,CO,Deiver Machado,True,Failed Using Name Looking at Season and Season +-1,Deiver Machado,,Match Date Filter Said 0,False
121,1185,135,1338,"Olympics, 2016",08-10-2016,Japan vs Sweden,2016,Japan,JP,Masashi Kamekawa,True,Failed Using Name Looking at Season and Season +-1,Masashi Kamekawa,,Match Date Filter Said 0,False
122,1186,136,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Colombia,CO,Cristian Borja,True,Failed Using Name Looking at Season and Season +-1,Cristián Borja,,Match Date Filter Said 0,False
123,1187,137,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Colombia,CO,Harold Preciado,True,Failed Using Name Looking at Season and Season +-1,Harold Preciado,,Match Date Filter Said 0,False
124,1188,138,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Nigeria,NG,Ndifreke Udo,True,Failed Using Name Looking at Season and Season +-1,Ndifreke Udo,,Match Date Filter Said 0,False
125,1189,139,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
126,1190,140,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,José Abella,True,Failed Using Name Looking at Season and Season +-1,José Abella,,Match Date Filter Said 0,False
127,1191,141,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
128,1192,142,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
129,1193,143,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
130,1194,144,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,Fiji,FJ,Tevita Waranaivalu,True,Failed Using Name Looking at Season and Season +-1,Tevita Waranaivalu,,Match Date Filter Said 0,False
131,1195,145,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
132,1196,146,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
133,1197,147,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,José Abella,True,Failed Using Name Looking at Season and Season +-1,José Abella,,Match Date Filter Said 0,False
134,1198,148,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
135,1199,149,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
136,1200,150,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
137,1201,151,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
138,1202,152,1344,"Olympics, 2016",08-10-2016,Germany vs Fiji,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
139,1203,153,1344,"Olympics, 2016",08-10-2016,Germany vs Fiji,2016,Fiji,FJ,Tevita Waranaivalu,True,Failed Using Name Looking at Season and Season +-1,Tevita Waranaivalu,,Match Date Filter Said 0,False
140,1204,154,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
141,1205,155,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
142,1206,156,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Erick Aguirre,True,Failed Using Name Looking at Season and Season +-1,Erick Aguirre,,Match Date Filter Said 0,False
143,1207,157,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
144,1208,158,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
145,1209,159,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Farid Chaâl,True,Failed Using Name Looking at Season and Season +-1,Farid Chaâl,,Match Date Filter Said 0,False
146,1210,160,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Haris Belkebla,True,Failed Using Name Looking at Season and Season +-1,Haris Belkebla,,Match Date Filter Said 0,False
147,1211,161,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Zakaria Haddouche,True,Failed Using Name Looking at Season and Season +-1,Zakaria Haddouche,,Match Date Filter Said 0,False
148,1212,162,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
149,1213,163,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Argentina,AR,Lisandro Magallán,True,Failed Using Name Looking at Season and Season +-1,Lisandro Magallán,,Match Date Filter Said 0,False
150,1214,164,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
151,1215,165,1348,"Olympics, 2016",08-07-2016,Honduras vs Portugal,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
152,1216,166,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
153,1217,167,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Farid Chaâl,True,Failed Using Name Looking at Season and Season +-1,Farid Chaâl,,Match Date Filter Said 0,False
154,1218,168,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Haris Belkebla,True,Failed Using Name Looking at Season and Season +-1,Haris Belkebla,,Match Date Filter Said 0,False
155,1219,169,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Zakaria Haddouche,True,Failed Using Name Looking at Season and Season +-1,Zakaria Haddouche,,Match Date Filter Said 0,False
156,1220,170,1350,"Olympics, 2016",08-10-2016,Argentina vs Honduras,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
157,1221,171,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Algeria,DZ,Zakaria Draoui,True,Failed Using Name Looking at Season and Season +-1,Zakaria Draoui,,Match Date Filter Said 0,False
158,1222,172,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Portugal,PT,Tiago Ilori,True,Failed Using Name Looking at Season and Season +-1,Tiago Ilori,,Match Date Filter Said 0,False
159,1223,173,1352,"Olympics, 2016",08-13-2016,Portugal vs Germany,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
160,1224,174,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
161,1225,175,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
162,1226,176,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Casper Nielsen,True,Failed Using Name Looking at Season and Season +-1,Casper Nielsen,,Match Date Filter Said 0,False
163,1227,177,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
164,1228,178,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
165,1229,179,1355,"Olympics, 2016",08-13-2016,Brazil vs Colombia,2016,Colombia,CO,Cristian Borja,True,Failed Using Name Looking at Season and Season +-1,Cristián Borja,,Match Date Filter Said 0,False
166,1230,180,1355,"Olympics, 2016",08-13-2016,Brazil vs Colombia,2016,Colombia,CO,Harold Preciado,True,Failed Using Name Looking at Season and Season +-1,Harold Preciado,,Match Date Filter Said 0,False
167,1231,181,1357,"Olympics, 2016",08-17-2016,Nigeria vs Germany,2016,Nigeria,NG,Ndifreke Udo,True,Failed Using Name Looking at Season and Season +-1,Ndifreke Udo,,Match Date Filter Said 0,False
168,1232,182,1358,"Olympics, 2016",08-20-2016,Honduras vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
169,1233,183,1361,"Olympics, 2020",07-22-2021,Mexico vs France,2021,France,FR,André-Pierre Gignac,True,Failed Using Name Looking at Season and Season +-1,André-Pierre Gignac,,Match Date Filter Said 0,False
170,1234,184,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
171,1235,185,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,South Africa,ZA,Luke Fleurs,True,Failed Using Name Looking at Season and Season +-1,Luke Fleurs,,Match Date Filter Said 0,False
172,1236,186,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,South Africa,ZA,Tercious Malepe,True,Failed Using Name Looking at Season and Season +-1,Tercious Malepe,,Match Date Filter Said 0,False
173,1237,187,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,South Africa,ZA,Thabo Cele,True,Failed Using Name Looking at Season and Season +-1,Thabo Cele,,Match Date Filter Said 0,False
174,1238,188,1363,"Olympics, 2020",07-25-2021,France vs South Africa,2021,France,FR,André-Pierre Gignac,True,Failed Using Name Looking at Season and Season +-1,André-Pierre Gignac,,Match Date Filter Said 0,False
175,1239,189,1363,"Olympics, 2020",07-25-2021,France vs South Africa,2021,South Africa,ZA,Katlego Mohamme,True,Failed Using Name Looking at Season and Season +-1,Katlego Mohamme,,Match Date Filter Said 0,False
176,1240,190,1363,"Olympics, 2020",07-25-2021,France vs South Africa,2021,South Africa,ZA,Luke Fleurs,True,Failed Using Name Looking at Season and Season +-1,Luke Fleurs,,Match Date Filter Said 0,False
177,1241,191,1363,"Olympics, 2020",07-25-2021,France vs South Africa,2021,South Africa,ZA,Tercious Malepe,True,Failed Using Name Looking at Season and Season +-1,Tercious Malepe,,Match Date Filter Said 0,False
178,1242,192,1363,"Olympics, 2020",07-25-2021,France vs South Africa,2021,South Africa,ZA,Thabo Cele,True,Failed Using Name Looking at Season and Season +-1,Thabo Cele,,Match Date Filter Said 0,False
179,1243,193,1364,"Olympics, 2020",07-25-2021,Japan vs Mexico,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
180,1244,194,1365,"Olympics, 2020",07-28-2021,France vs Japan,2021,France,FR,André-Pierre Gignac,True,Failed Using Name Looking at Season and Season +-1,André-Pierre Gignac,,Match Date Filter Said 0,False
181,1260,210,1366,"Olympics, 2020",07-28-2021,South Africa vs Mexico,2021,South Africa,ZA,Katlego Mohamme,True,Failed Using Name Looking at Season and Season +-1,Katlego Mohamme,,Match Date Filter Said 0,False
182,1261,211,1366,"Olympics, 2020",07-28-2021,South Africa vs Mexico,2021,South Africa,ZA,Luke Fleurs,True,Failed Using Name Looking at Season and Season +-1,Luke Fleurs,,Match Date Filter Said 0,False
183,1262,212,1366,"Olympics, 2020",07-28-2021,South Africa vs Mexico,2021,South Africa,ZA,Tercious Malepe,True,Failed Using Name Looking at Season and Season +-1,Tercious Malepe,,Match Date Filter Said 0,False
184,1263,213,1366,"Olympics, 2020",07-28-2021,South Africa vs Mexico,2021,South Africa,ZA,Thabo Cele,True,Failed Using Name Looking at Season and Season +-1,Thabo Cele,,Match Date Filter Said 0,False
185,1264,214,1366,"Olympics, 2020",07-28-2021,South Africa vs Mexico,2021,South Africa,ZA,Kamohelo Mahlatsi,True,Failed Using Name Looking at Season and Season +-1,Kamohelo Mahlatsi,,Match Date Filter Said 0,False
186,1265,215,1367,"Olympics, 2020",07-22-2021,New Zealand vs South Korea,2021,South Korea,KR,Lee You-hyeon,True,Failed Using Name Looking at Season and Season +-1,You-hyeon Lee,,Match Date Filter Said 0,False
187,1266,216,1367,"Olympics, 2020",07-22-2021,New Zealand vs South Korea,2021,South Korea,KR,Kim Dong-hyun,True,Failed Using Name Looking at Season and Season +-1,Kim Dong-hyun,,Match Date Filter Said 0,False
188,1267,217,1368,"Olympics, 2020",07-22-2021,Honduras vs Romania,2021,Romania,RO,Alex Pașcanu,True,Failed Using Name Looking at Season and Season +-1,Alexandru Pașcanu,,Match Date Filter Said 0,False
189,1268,218,1369,"Olympics, 2020",07-25-2021,New Zealand vs Honduras,2021,Honduras,HN,José Alejandro Reyes,True,Failed Using Name Looking at Season and Season +-1,José Alejandro Reyes,,Match Date Filter Said 0,False
190,1269,219,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,Romania,RO,Alex Pașcanu,True,Failed Using Name Looking at Season and Season +-1,Alexandru Pașcanu,,Match Date Filter Said 0,False
191,1270,220,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,Romania,RO,Ion Gheorghe,True,Failed Using Name Looking at Season and Season +-1,Ion Gheorghe,,Match Date Filter Said 0,False
192,1271,221,1372,"Olympics, 2020",07-28-2021,South Korea vs Honduras,2021,Honduras,HN,José Alejandro Reyes,True,Failed Using Name Looking at Season and Season +-1,José Alejandro Reyes,,Match Date Filter Said 0,False
193,1272,222,1373,"Olympics, 2020",07-22-2021,Egypt vs Spain,2021,Egypt,EG,Karim El Eraki,True,Failed Using Name Looking at Season and Season +-1,Karim El Eraki,,Match Date Filter Said 0,False
194,1273,223,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Argentina,AR,Francisco Ortega,True,Failed Using Name Looking at Season and Season +-1,Francisco Ortega,,Match Date Filter Said 0,False
195,1274,224,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Argentina,AR,Carlos Valenzuela,True,Failed Using Name Looking at Season and Season +-1,Carlos Valenzuela,,Match Date Filter Said 0,False
196,1275,225,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Argentina,AR,Ezequiel Barco,True,Failed Using Name Looking at Season and Season +-1,Ezequiel Barco,,Match Date Filter Said 0,False
197,1276,226,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Australia,AU,Daniel Arzani,True,Failed Using Name Looking at Season and Season +-1,Daniel Arzani,,Match Date Filter Said 0,False
198,1277,227,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Egypt,EG,Karim El Eraki,True,Failed Using Name Looking at Season and Season +-1,Karim El Eraki,,Match Date Filter Said 0,False
199,1278,228,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Egypt,EG,Amar Hamdy,True,Failed Using Name Looking at Season and Season +-1,Amar Hamdy,,Match Date Filter Said 0,False
200,1279,229,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Egypt,EG,Salah Mohsen,True,Failed Using Name Looking at Season and Season +-1,Salah Mohsen,,Match Date Filter Said 0,False
201,1280,230,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Argentina,AR,Ezequiel Barco,True,Failed Using Name Looking at Season and Season +-1,Ezequiel Barco,,Match Date Filter Said 0,False
202,1281,231,1376,"Olympics, 2020",07-25-2021,Australia vs Spain,2021,Australia,AU,Daniel Arzani,True,Failed Using Name Looking at Season and Season +-1,Daniel Arzani,,Match Date Filter Said 0,False
203,1282,232,1377,"Olympics, 2020",07-28-2021,Australia vs Egypt,2021,Australia,AU,Dylan Pierias,True,Failed Using Name Looking at Season and Season +-1,Dylan Pierias,,Match Date Filter Said 0,False
204,1283,233,1377,"Olympics, 2020",07-28-2021,Australia vs Egypt,2021,Egypt,EG,Karim El Eraki,True,Failed Using Name Looking at Season and Season +-1,Karim El Eraki,,Match Date Filter Said 0,False
205,1284,234,1377,"Olympics, 2020",07-28-2021,Australia vs Egypt,2021,Egypt,EG,Salah Mohsen,True,Failed Using Name Looking at Season and Season +-1,Salah Mohsen,,Match Date Filter Said 0,False
206,1285,235,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Marcelo Herrera,True,Failed Using Name Looking at Season and Season +-1,Marcelo Herrera,,Match Date Filter Said 0,False
207,1286,236,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Agustín Urzi,True,Failed Using Name Looking at Season and Season +-1,Agustín Urzi,,Match Date Filter Said 0,False
208,1287,237,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Ezequiel Barco,True,Failed Using Name Looking at Season and Season +-1,Ezequiel Barco,,Match Date Filter Said 0,False
209,1288,238,1382,"Olympics, 2020",07-25-2021,Saudi Arabia vs Germany,2021,Saudi Arabia,SA,Ayman Al-Khulaif,True,Failed Using Name Looking at Season and Season +-1,Ayman Al-Khulaif,,Match Date Filter Said 0,False
210,1289,239,1385,"Olympics, 2020",07-31-2021,Spain vs Ivory Coast,2021,Ivory Coast,CI,Cheick Timité,True,Failed Using Name Looking at Season and Season +-1,Cheick Timite,,Match Date Filter Said 0,False
211,1290,240,1386,"Olympics, 2020",07-31-2021,Japan vs New Zealand,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
212,1291,241,1387,"Olympics, 2020",07-31-2021,Brazil vs Egypt,2021,Egypt,EG,Karim El Eraki,True,Failed Using Name Looking at Season and Season +-1,Karim El Eraki,,Match Date Filter Said 0,False
213,1292,242,1387,"Olympics, 2020",07-31-2021,Brazil vs Egypt,2021,Egypt,EG,Amar Hamdy,True,Failed Using Name Looking at Season and Season +-1,Amar Hamdy,,Match Date Filter Said 0,False
214,1293,243,1388,"Olympics, 2020",07-31-2021,South Korea vs Mexico,2021,South Korea,KR,Kim Dong-hyun,True,Failed Using Name Looking at Season and Season +-1,Kim Dong-hyun,,Match Date Filter Said 0,False
215,1294,244,1390,"Olympics, 2020",08-03-2021,Japan vs Spain,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
216,1295,245,1391,"Olympics, 2020",08-06-2021,Mexico vs Japan,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
217,1545,495,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
218,1546,496,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
219,1547,497,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
220,1548,498,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
221,1549,499,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
222,1550,500,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
223,1551,501,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Tankovskyi,True,Failed Using Name Looking at Season and Season +-1,Vyacheslav Tankovskyi,,Match Date Filter Said 0,False
224,1552,502,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
225,1553,503,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
226,1554,504,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Yaremchuk,True,Failed Using Name Looking at Season and Season +-1,Roman Yaremchuk,,Match Date Filter Said 0,False
227,1555,505,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
228,1556,506,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
229,1557,507,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
230,1558,508,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
231,1559,509,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Frattesi,True,Failed Using Name Looking at Season and Season +-1,Davide Frattesi,,Match Date Filter Said 0,False
232,1560,510,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
233,1561,511,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Frattesi,True,Failed Using Name Looking at Season and Season +-1,Davide Frattesi,,Match Date Filter Said 0,False
234,1562,512,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
235,1563,513,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal U-20,SN,A Ciss,True,Failed Using Name Looking at Season and Season +-1,Amadou Ciss,,Match Date Filter Said 0,False
236,2080,477,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Edigeison Gomes,True,Lookup Required,0,,Match Date Filter Said 0,False
237,2081,478,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Jakob Blåbjerg,True,Lookup Required,0,,Match Date Filter Said 0,False
238,2082,479,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Pascal Gregor,True,Lookup Required,0,,Match Date Filter Said 0,False
239,2083,480,1329,"Olympics, 2016",08-04-2016,Brazil vs South Africa,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
240,2084,481,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Edigeison Gomes,True,Lookup Required,0,,Match Date Filter Said 0,False
241,2085,482,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Jakob Blåbjerg,True,Lookup Required,0,,Match Date Filter Said 0,False
242,2086,483,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Pascal Gregor,True,Lookup Required,0,,Match Date Filter Said 0,False
243,2087,484,1331,"Olympics, 2016",08-07-2016,Brazil vs Iraq,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
244,2088,485,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Denmark,DK,Edigeison Gomes,True,Lookup Required,0,,Match Date Filter Said 0,False
245,2089,486,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Denmark,DK,Jakob Blåbjerg,True,Lookup Required,0,,Match Date Filter Said 0,False
246,2090,487,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Denmark,DK,Pascal Gregor,True,Lookup Required,0,,Match Date Filter Said 0,False
247,2091,488,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
248,2092,489,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Nigeria,NG,Popoola Saliu,True,Lookup Required,0,,Match Date Filter Said 0,False
249,2093,490,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,South Korea,KR,Lee Seul-chan,True,Lookup Required,0,,Match Date Filter Said 0,False
250,2094,491,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,South Korea,KR,Choi Kyu-baek,True,Lookup Required,0,,Match Date Filter Said 0,False
251,2095,492,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,South Korea,KR,Moon Chang-jin,True,Lookup Required,0,,Match Date Filter Said 0,False
252,2096,493,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Lee Seul-chan,True,Lookup Required,0,,Match Date Filter Said 0,False
253,2097,494,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Choi Kyu-baek,True,Lookup Required,0,,Match Date Filter Said 0,False
