,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
480,480,4298,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Ecuador,29-Mar-16,Ecuador,EC,2016,SUCCESS,"['Wálter Ayoví', 'Jaime Ayoví']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Wálter Ayoví', 'Jaime Ayoví']",Ayoví,multiple,Yes,"['Wálter Ayoví', 'Jaime Ayoví']","['Wálter Ayoví', 'Jaime Ayoví']",Done
481,481,2737,"World Cup Qualifiers, Asia, 2026",Jordan vs Saudi Arabia,21-11-2023,Saudi Arabia,SA,2023,SUCCESS,Ali Al-Hassan,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Ali Al-Hassan,Abbas Al Hassan,single,Yes,"['Mustafa Mahdi Al-Bassas', 'Abdulmajeed Abdullah Al-Ruwaili', 'Abdulmajeed Al-Sulayhim']",Abbas Al-Hassan,Done
482,482,2750,"World Cup Qualifiers, Asia, 2026",Kuwait vs India,16-11-2023,Kuwait,KW,2023,SUCCESS,Mubarak Al-Fnaini,480000,FALSE,Only Before,FALSE,Mubarak Al-Fnaini,Mobarak Al-Faneeni,single,Yes,['Abdulmohsen Ali Al-Turkomani'],Mubarak Al-Fnaini,Done
483,483,2753,"World Cup Qualifiers, Asia, 2026",Pakistan vs Cambodia,17-10-2023,Cambodia,KH,2023,SUCCESS,Meng Chheng,50000,FALSE,Found in Curr Season,FALSE,Meng Chheng,Reung Bunheing,single,Yes,['Bunheing Reung'],Bunheing Reung,Done
484,484,2760,"World Cup Qualifiers, Asia, 2026",Hong Kong vs Turkmenistan,21-11-2023,Hong Kong,HK,2023,SUCCESS,Jahangir Khan,200000,FALSE,Found in Curr Season,FALSE,Jahangir Khan,Chan Siu Kwan,single,Yes,['Siu-Kwan Philip Chan'],Siu-Kwan Philip Chan,Done
485,485,3793,"Gold Cup, 2023",Qatar vs Honduras,30-06-2023,Honduras,HN,2023,SUCCESS,Omar Elvir,180000,FALSE,Only Before,FALSE,Omar Elvir,O Elvir,single,Yes,['Samuel Elvir'],Omar Elvir,Done
486,486,3800,"Gold Cup, 2023",Jamaica vs Saint Kitts and Nevis,03-07-2023,Saint Kitts and Nevis,KN,2023,SUCCESS,Raheem Hanley,0,FALSE,Only Before + Zero Before,FALSE,Raheem Hanley,R Hanley,single,Yes,['Tahir Hanley'],Raheem Hanley,Done
487,487,3805,"Gold Cup, 2023",Mexico vs Honduras,26-06-2023,Mexico,MX,2023,SUCCESS,Luis Chávez,3600000,FALSE,Only Before,FALSE,Luis Chávez,L Chávez,single,Yes,"['Rogelio Chávez', 'Ricardo Chávez']",Luis Chávez,Done
488,488,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,El Salvador,SV,2023,SUCCESS,Tomás Romero,120000,FALSE,Only Before,FALSE,Tomás Romero,T Romero,single,Yes,['Henry Romero'],Tomás Romero,Done
489,489,3808,"Gold Cup, 2023",Jamaica vs Mexico,13-07-2023,Mexico,MX,2023,SUCCESS,Luis Chávez,3600000,FALSE,Only Before,FALSE,Luis Chávez,L Chávez,single,Yes,"['Rogelio Chávez', 'Ricardo Chávez']",Luis Chávez,Done
490,490,3810,"Gold Cup, 2023",Haiti vs Mexico,30-06-2023,Mexico,MX,2023,SUCCESS,Luis Chávez,3600000,FALSE,Only Before,FALSE,Luis Chávez,L Chávez,single,Yes,"['Rogelio Chávez', 'Ricardo Chávez']",Luis Chávez,Done
491,491,3811,"Gold Cup, 2023",Mexico vs Qatar,03-07-2023,Mexico,MX,2023,SUCCESS,Luis Chávez,3600000,FALSE,Only Before,FALSE,Luis Chávez,L Chávez,single,Yes,"['Rogelio Chávez', 'Ricardo Chávez']",Luis Chávez,Done
492,492,3811,"Gold Cup, 2023",Mexico vs Qatar,03-07-2023,Mexico,MX,2023,SUCCESS,Ozziel Herrera,960000,FALSE,Only Before,FALSE,Ozziel Herrera,O Herrera,single,Yes,['Eduardo Herrera'],Ozziel Herrera,Done
493,493,3813,"Gold Cup, 2023",El Salvador vs Costa Rica,01-07-2023,El Salvador,SV,2023,SUCCESS,Narciso Orellana,270000,FALSE,Only Before,FALSE,Narciso Orellana,N Orellana,single,Yes,['Maikon Orellana'],Narciso Orellana,Done
494,494,1174,Euros 2020,Sweden vs Ukraine,29.06.21,Sweden,SE,2021,SUCCESS,"['Sebastian Larsson', 'Sam Larsson']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Sebastian Larsson', 'Sam Larsson']",S Larsson,multiple,Yes,['Sam Larsson'],Sam Larsson,Done
495,495,1191,Euros 2020,North Macedonia vs Netherlands,21.06.21,North Macedonia,MK,2021,SUCCESS,"['Ivan Trickovski', 'Tome Pačovski']",560000,FALSE,Only Before,FALSE,"['Ivan Trickovski', 'Tome Pačovski']",Tričkovski,multiple,Yes,['Ivan Trickovski'],Ivan Trickovski,Done
496,496,1200,Euros 2020,Spain vs Sweden,14.06.21,Sweden,SE,2021,SUCCESS,"['Sebastian Larsson', 'Sam Larsson']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Sebastian Larsson', 'Sam Larsson']",S Larsson,multiple,Yes,['Sam Larsson'],Sam Larsson,Done
497,497,1201,Euros 2020,Sweden vs Slovakia,18.06.21,Sweden,SE,2021,SUCCESS,"['Sebastian Larsson', 'Sam Larsson']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Sebastian Larsson', 'Sam Larsson']",S Larsson,multiple,Yes,['Sam Larsson'],Sam Larsson,Done
498,498,1204,Euros 2020,Sweden vs Poland,23.06.21,Sweden,SE,2021,SUCCESS,"['Sebastian Larsson', 'Sam Larsson']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Sebastian Larsson', 'Sam Larsson']",S Larsson,multiple,Yes,['Sam Larsson'],Sam Larsson,Done
499,499,2434,"World Cup Qualifiers, Asia, 2018",Thailand vs Iraq,31-08-2017,Iraq,IQ,2017,SUCCESS,Ahmad Salah Alwan,300000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
500,500,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Macao,MF,2015,SUCCESS,Ho-Man Chan,0,FALSE,Used Average of Season Before and After,FALSE,Ho-Man Chan,Ho Man Fai,single,Yes,['Man-Fai Ho'],Man-Fai Ho,Done
501,501,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Macao,MF,2015,SUCCESS,Ho-Man Chan,0,FALSE,Used Average of Season Before and After,FALSE,Ho-Man Chan,Ho-Man Hou,single,Yes,['Man-Hou Ho'],Man-Hou Ho,Done
502,502,2474,"World Cup Qualifiers, Asia, 2018",Lebanon vs Kuwait,11-06-2015,Lebanon,LB,2015,SUCCESS,Abbas Ali Atwi,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Abbas Ali Atwi,Abbas Ahmad Atwi,single,Yes,"['Abbas Atwi', 'Abbas Awad', 'Abbas Assi']","['Abbas Atwi', 'Abbas Ali Atwi']",Done
503,503,2435,"World Cup Qualifiers, Asia, 2018",Saudi Arabia vs Palestine,11-6-2015,Palestine,PS,2015,SUCCESS,Ahmad Shebel,100000,FALSE,Found in Curr Season,FALSE,Ahmad Shebel,Ahmad Maher,single,Yes,['Ahmad Maher Wridat'],Ahmad Maher Wridat,Done
504,504,2388,"World Cup Qualifiers, Asia, 2018",Iraq vs Australia,23-03-2017,Iraq,IQ,2017,SUCCESS,Ahmad Salah Alwan,300000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
505,505,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Ugyen Dorji,0,FALSE,Only Before + Zero Before,FALSE,Ugyen Dorji,U Dorji,single,Yes,['Dorji'],Ugyen Dorji,Done
506,506,2414,"World Cup Qualifiers, Asia, 2018",Iraq vs Vietnam,29-03-2016,Vietnam,VN,2016,SUCCESS,Thanh Hien Nguyen,0,FALSE,Used Average of Season Before and After,FALSE,Thanh Hien Nguyen,Qu Ngc Hi,single,Yes,['Ngoc Hai Que'],Ngoc Hai Que,Done
507,507,1314,Copa America 2021,Chile vs Paraguay,25.06.21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
508,508,1314,Copa America 2021,Chile vs Paraguay,25.06.21,Paraguay,PY,2021,SUCCESS,"['Miguel Samudio', 'Braian Samudio']",2160000,FALSE,Only Before,FALSE,"['Miguel Samudio', 'Braian Samudio']",Samudio,multiple,Yes,"['Miguel Samudio', 'Braian Samudio']",Braian Samudio,Done
509,509,1316,Copa America 2021,Uruguay vs Paraguay,29.06.21,Paraguay,PY,2021,SUCCESS,"['Miguel Samudio', 'Braian Samudio']",2160000,FALSE,Only Before,FALSE,"['Miguel Samudio', 'Braian Samudio']",Samudio,multiple,Yes,"['Miguel Samudio', 'Braian Samudio']",Braian Samudio,Done
510,510,2075,"World Cup Qualifiers, Africa, 2022",Niger vs Burkina Faso,02-09-2021,Niger,NE,2021,SUCCESS,Hervé Lybohy,120000,FALSE,Only Before,FALSE,Hervé Lybohy,H Lybohy,single,Yes,['Chris Lybohy'],Hervé Lybohy,Done
511,511,2075,"World Cup Qualifiers, Africa, 2022",Niger vs Burkina Faso,02-09-2021,Burkina Faso,BF,2021,SUCCESS,Ben Traoré,250000,FALSE,Found in Curr Season,FALSE,Ben Traoré,B Touré,single,Yes,"['Ahmed Touré', 'Amadou Touré', 'Ibrahim Blati Touré']",Ibrahim Blati Touré,Done
512,512,2088,"World Cup Qualifiers, Africa, 2022",Guinea vs Guinea-Bissau,12-11-2021,Guinea-Bissau,GW,2021,SUCCESS,"['Estanislau Gomes', 'Eddi Gomes']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Estanislau Gomes', 'Eddi Gomes']",E Gomes,multiple,Yes,['Estanislau Gomes'],Estanislau Gomes,Done
513,513,2091,"World Cup Qualifiers, Africa, 2022",Zambia vs Tunisia,07-09-2021,Tunisia,TN,2021,SUCCESS,Fakhreddine Ben Youssef,960000,FALSE,Only Before,FALSE,Fakhreddine Ben Youssef,F Ben Youssef,single,Yes,['Syam Ben Youssef'],Fakhreddine Ben Youssef,Done
514,514,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo,CG,2021,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,M Ndockyt,none,Yes,['No matches found even with the lowest threshold.'],Merveil Ndockyt,Done
515,515,2121,"World Cup Qualifiers, Africa, 2022",Mali vs Kenya,07-10-2021,Kenya,KE,2021,SUCCESS,"['Jerim Onyango', 'Joash Onyango']",120000,FALSE,Only Before,FALSE,"['Jerim Onyango', 'Joash Onyango']",J Onyango,multiple,Yes,"['Samuel Onyango', 'Boniface Onyango', 'Alpha Chris Onyango', 'Rooney Onyango']",Joash Onyango,Done
516,516,1077,"Euros 2024, Qualifiers",Portugal vs Liechtenstein,23.03.23,Liechtenstein,LI,2023,SUCCESS,Nicolas Hasler,160000,FALSE,Only Before,FALSE,Nicolas Hasler,N Hasler,single,Yes,['Julien Hasler'],Nicolas Hasler,Done
517,517,1078,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Iceland,23.03.23,Iceland,IS,2023,SUCCESS,Hördur Magnússon,2400000,FALSE,Only Before,FALSE,Hördur Magnússon,H Magnússon,single,Yes,['Saevar Atli Magnússon'],Hördur Magnússon,Done
518,518,1078,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Iceland,23.03.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
519,519,1078,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Iceland,23.03.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
520,520,1080,"Euros 2024, Qualifiers",Liechtenstein vs Iceland,26.03.23,Liechtenstein,LI,2023,SUCCESS,Nicolas Hasler,160000,FALSE,Only Before,FALSE,Nicolas Hasler,N Hasler,single,Yes,['Julien Hasler'],Nicolas Hasler,Done
521,521,1080,"Euros 2024, Qualifiers",Liechtenstein vs Iceland,26.03.23,Iceland,IS,2023,SUCCESS,Hördur Magnússon,2400000,FALSE,Only Before,FALSE,Hördur Magnússon,H Magnússon,single,Yes,['Saevar Atli Magnússon'],Hördur Magnússon,Done
522,522,1080,"Euros 2024, Qualifiers",Liechtenstein vs Iceland,26.03.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
523,523,1080,"Euros 2024, Qualifiers",Liechtenstein vs Iceland,26.03.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
524,524,1083,"Euros 2024, Qualifiers",Luxembourg vs Liechtenstein,17.06.23,Liechtenstein,LI,2023,SUCCESS,Nicolas Hasler,160000,FALSE,Only Before,FALSE,Nicolas Hasler,N Hasler,single,Yes,['Julien Hasler'],Nicolas Hasler,Done
525,525,1085,"Euros 2024, Qualifiers",Iceland vs Slovakia,17.06.23,Iceland,IS,2023,SUCCESS,Hördur Magnússon,2400000,FALSE,Only Before,FALSE,Hördur Magnússon,H Magnússon,single,Yes,['Saevar Atli Magnússon'],Hördur Magnússon,Done
526,526,1085,"Euros 2024, Qualifiers",Iceland vs Slovakia,17.06.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
527,527,1085,"Euros 2024, Qualifiers",Iceland vs Slovakia,17.06.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
528,528,1087,"Euros 2024, Qualifiers",Iceland vs Portugal,20.06.23,Iceland,IS,2023,SUCCESS,Hördur Magnússon,2400000,FALSE,Only Before,FALSE,Hördur Magnússon,H Magnússon,single,Yes,['Saevar Atli Magnússon'],Hördur Magnússon,Done
529,529,1087,"Euros 2024, Qualifiers",Iceland vs Portugal,20.06.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
530,530,1087,"Euros 2024, Qualifiers",Iceland vs Portugal,20.06.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
531,531,1090,"Euros 2024, Qualifiers",Luxembourg vs Iceland,08.09.23,Iceland,IS,2023,SUCCESS,Hördur Magnússon,2400000,FALSE,Only Before,FALSE,Hördur Magnússon,H Magnússon,single,Yes,['Saevar Atli Magnússon'],Hördur Magnússon,Done
532,532,1090,"Euros 2024, Qualifiers",Luxembourg vs Iceland,08.09.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
533,533,1090,"Euros 2024, Qualifiers",Luxembourg vs Iceland,08.09.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
534,534,1090,"Euros 2024, Qualifiers",Luxembourg vs Iceland,08.09.23,Iceland,IS,2023,SUCCESS,Saevar Atli Magnússon,540000,FALSE,Only Before,FALSE,Saevar Atli Magnússon,S Magnússon,single,Yes,['Júlíus Magnússon'],Saevar Atli Magnússon,Done
535,535,1093,"Euros 2024, Qualifiers",Iceland vs Bosnia-Herzegovina,11.09.23,Iceland,IS,2023,SUCCESS,"['Orri Óskarsson', 'Óskar Sverrisson']",480000,FALSE,Only Before,FALSE,"['Orri Óskarsson', 'Óskar Sverrisson']",Oskarsson,multiple,Yes,['Orri Óskarsson'],Orri Óskarsson,Done
536,536,1096,"Euros 2024, Qualifiers",Iceland vs Luxembourg,13.10.23,Iceland,IS,2023,SUCCESS,"['Orri Óskarsson', 'Óskar Sverrisson']",480000,FALSE,Only Before,FALSE,"['Orri Óskarsson', 'Óskar Sverrisson']",Oskarsson,multiple,Yes,['Orri Óskarsson'],Orri Óskarsson,Done
537,537,1099,"Euros 2024, Qualifiers",Iceland vs Liechtenstein,16.10.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
538,538,1099,"Euros 2024, Qualifiers",Iceland vs Liechtenstein,16.10.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
539,539,1102,"Euros 2024, Qualifiers",Slovakia vs Iceland,16.11.23,Iceland,IS,2023,SUCCESS,"['Orri Óskarsson', 'Óskar Sverrisson']",480000,FALSE,Only Before,FALSE,"['Orri Óskarsson', 'Óskar Sverrisson']",Oskarsson,multiple,Yes,['Orri Óskarsson'],Orri Óskarsson,Done
540,540,1104,"Euros 2024, Qualifiers",Portugal vs Iceland,19.11.23,Iceland,IS,2023,SUCCESS,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",4200000,FALSE,Only Before,FALSE,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Thorsteinsson,multiple,Yes,"['Steinthór Freyr Thorsteinsson', 'Jón Dagur Thorsteinsson']",Jón Dagur Thorsteinsson,Done
541,541,1104,"Euros 2024, Qualifiers",Portugal vs Iceland,19.11.23,Iceland,IS,2023,SUCCESS,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",280000,FALSE,Only Before,FALSE,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Finnbogason,multiple,Yes,"['Alfred Finnbogason', 'Kjartan Finnbogason', 'Kristján Flóki Finnbogason', 'Kristján Finnbogi Finnbogason']",Alfred Finnbogason,Done
542,542,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Jordan,JO,2016,SUCCESS,Ahmed Hisham,0,FALSE,Used Average of Season Before and After,FALSE,Ahmed Hisham,Ahmed Samir,single,Yes,['Ahmed Abdel-Sattar'],Ahmad Sameer,Done
543,543,2347,"World Cup Qualifiers, Asia, 2018",Bhutan vs Sri Lanka,17-03-2015,Bhutan,BT,2015,SUCCESS,Ugyen Dorji,0,FALSE,Only Before + Zero Before,FALSE,Ugyen Dorji,U Dorji,single,Yes,['Dorji'],Ugyen Dorji,Done
544,544,2352,"World Cup Qualifiers, Asia, 2018",Afghanistan vs Japan,08-09-2015,Afghanistan,AF,2015,SUCCESS,Ahmad Farshad,0,FALSE,Used Average of Season Before and After,FALSE,Ahmad Farshad,Ahmad Arash Hati,single,Yes,['Wahid Ahmad Ghulam Dawod'],Ahmad Hatifi,Done
545,545,2369,"World Cup Qualifiers, Asia, 2018",Australia vs Jordan,29-03-2016,Jordan,JO,2016,SUCCESS,Ahmed Hisham,0,FALSE,Used Average of Season Before and After,FALSE,Ahmed Hisham,Ahmed Samir,single,Yes,['Ahmed Abdel-Sattar'],Ahmad Sameer,Done
546,546,2371,"World Cup Qualifiers, Asia, 2018",Iraq vs United Arab Emirates,05-09-2017,Iraq,IQ,2017,SUCCESS,Ahmad Salah Alwan,300000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
547,547,4077,"World Cup 2022, Qualifiers, CONCACAF",Guatemala vs Cuba,24-Mar-21,Guatemala,GT,2021,SUCCESS,"['Jean Márquez', 'José Márquez']",0,FALSE,Only Before + Zero Before,FALSE,"['Jean Márquez', 'José Márquez']",Márquez,multiple,Yes,"['Jean Márquez', 'José Márquez']",José Márquez,Done
548,548,4080,"World Cup 2022, Qualifiers, CONCACAF",Dominican Republic vs Dominica,24-Mar-21,Dominican Republic,DO,2021,SUCCESS,"['Enmy Peña', 'Guillermo de Peña']",240000,FALSE,Only Before,FALSE,"['Enmy Peña', 'Guillermo de Peña']",Peña,multiple,Yes,"['Enmy Peña', 'Guillermo de Peña']",Enmy Peña,Done
549,549,4080,"World Cup 2022, Qualifiers, CONCACAF",Dominican Republic vs Dominica,24-Mar-21,Dominica,DM,2021,SUCCESS,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",0,FALSE,Only Before + Zero Before,FALSE,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",Bertrand,multiple,Yes,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",Chad Bertrand,Done
550,550,4082,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Puerto Rico,24-Mar-21,Puerto Rico,PR,2021,SUCCESS,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",0,FALSE,Only Before + Zero Before,FALSE,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",Rosario,multiple,Yes,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",Daniel Rosario,Done
551,551,4082,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Puerto Rico,24-Mar-21,Puerto Rico,PR,2021,SUCCESS,Raúl González,150000,FALSE,Only Before,FALSE,Raúl González,Gonzalez,single,Yes,['Fernando González'],Raúl González,Done
552,552,4085,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Grenada,25-Mar-21,El Salvador,SV,2021,SUCCESS,"['Henry Hernández', 'Andrés Hernández']",0,FALSE,Only Before + Zero Before,FALSE,"['Henry Hernández', 'Andrés Hernández']",Hernandez,multiple,Yes,"['Henry Hernández', 'Andrés Hernández']",Henry Hernández,Done
553,553,4085,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Grenada,25-Mar-21,Grenada,GD,2021,SUCCESS,"['Anthony Modeste', 'Patrick Modeste', 'Ricky Modeste']",0,FALSE,Only Before + Zero Before,FALSE,"['Anthony Modeste', 'Patrick Modeste', 'Ricky Modeste']",Modeste,multiple,Yes,"['Anthony Modeste', 'Patrick Modeste', 'Ricky Modeste']",Ricky Modeste,Done
